"ID","Component","Status","Summary","AllLabels","OS","Opened","OpenedTimestamp","CVE","Security_Severity","MergedInto"
"106200","Blink","Fixed","Heap-use-after-free in WebCore::InlineBox::deleteLine","CVE-2012-3641, Clusterfuzz, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, WebKit-ID-74311, allpublic, merge-merged-963, reward-500","All","Dec 02, 2011 18:53:44","1322852024","2012-3641","High",""
"106309","Blink","Fixed","Heap-buffer-overflow in WebCore::InlineFlowBox::addToLine (regions issue)","Clusterfuzz, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 04, 2011 03:40:35","1322970035","","High",""
"106316","Blink","Fixed","Heap-buffer-overflow in WebCore::HTMLTreeBuilder::processEndTag","Clusterfuzz, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, WEBKIT-ID-73765, allpublic, merge-merged-963","All","Dec 04, 2011 08:48:09","1322988489","","High",""
"106340","Blink","Fixed","Heap-use-after-free in WebCore::RenderTable::outerBorderAfter","CVE-2012-3640, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963, reward-3000, reward-inprocess","All","Dec 04, 2011 20:03:10","1323028990","2012-3640","High",""
"106343","Blink","Duplicate","Heap-use-after-free in WebCore::RenderBlock::determineStartPosition","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, Webkit-ID-73777, allpublic","All","Dec 04, 2011 20:34:29","1323030869","","High","104325"
"106413","Blink","Fixed","Heap-use-after-free in WebCore::RenderBlock::checkFloatsInCleanLine","CVE-2011-3078, Clusterfuzz, M-18, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 05, 2011 17:51:45","1323107505","2011-3078","High",""
"106441","Blink","Fixed","Stack-buffer-overflow in _canonicalize","CVE-2011-3959, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 05, 2011 20:22:39","1323116559","2011-3959","High",""
"106484","Blink, Blink>DOM, Blink>SVG","Fixed","Heap-use-after-free in WebCore::RenderObject::childAt","CVE-2011-3924, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, WebKit-ID-74285, allpublic, merge-merged-963","All","Dec 05, 2011 23:46:10","1323128770","2011-3924","High",""
"106556","Blink","WontFix","Global-buffer-overflow in WebCore::SharedBuffer::append","Clusterfuzz, M-16, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 06, 2011 17:20:57","1323192057","","High",""
"106634","Blink","WontFix","Global-buffer-overflow in sk_memset32_SSE2","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 07, 2011 00:23:55","1323217435","","High",""
"106672","Blink","Fixed","Security: Crash in requestAnimationFrame when removing a frame","CVE-2011-3921, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 07, 2011 07:07:26","1323241646","2011-3921","High",""
"107128","Internals","Fixed","Heap-buffer-overflow in xmlStringLenDecodeEntities","CVE-2011-3919, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-963, reward-4000","All","Dec 11, 2011 05:55:47","1323582947","2011-3919","High",""
"107192","","Duplicate","WebCore::isIsolatedInline - crash","Pri-0, Restrict-AddIssueComment-Commit, Security_Impact-Beta, Security_Severity-High, Type-Bug-Security, allpublic","","Dec 12, 2011 11:06:21","1323687981","","High","106200"
"107244","Blink","Fixed","Heap-use-after-free in DatabaseObserver","M-18, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 12, 2011 19:45:58","1323719158","","High",""
"107258","Blink","Fixed","Freed m_renderer used in InlineBox::deleteLine","CVE-2011-3904, M-16, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, WEBKIT-ID-66015, allpublic","All","Dec 12, 2011 21:05:25","1323723925","2011-3904","High",""
"107277","Blink","Fixed","Heap-use-after-free in WebCore::RenderTextFragment::willBeDestroyed","CVE-2012-3639, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Stability-Valgrind, Type-Bug-Security, WebKit-ID-74009, allpublic, merge-merged-963","All","Dec 12, 2011 22:52:46","1323730366","2012-3639","High",""
"107489","Blink","Duplicate","Heap-use-after-free in WebCore::RenderObject::container","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 14, 2011 02:53:42","1323831222","","High","116405"
"107555","Blink","Duplicate","Heap-use-after-free in WebCore::RenderBlock::determineStartPosition","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 14, 2011 16:54:30","1323881670","","High","106200"
"107616","Blink","Fixed","UXSS in v8 bindings npCreateV8ScriptObject()","M-16, Merge-Merged, Merge-Merged-912, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-963","","Dec 14, 2011 22:35:57","1323902157","","High",""
"107620","Blink","WontFix","SnowLeopard crashes due to thread-unsafe EventListenerIterator ASSERTs","M-17, OS-Mac, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","Mac","Dec 14, 2011 22:47:02","1323902822","","High",""
"107664","Blink","WontFix","Heap-use-after-free in WebCore::RenderTableSection::rowLogicalHeightChanged","Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 15, 2011 06:48:21","1323931701","","High",""
"107758","Blink","Fixed","Heap-use-after-free in WebCore::RenderRegion::offsetFromLogicalTopOfFirstPage","CVE-2012-3642, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 15, 2011 20:30:27","1323981027","2012-3642","High",""
"107873","Blink","Fixed","Heap-use-after-free in WebCore::DatabaseTracker::interruptAllDatabasesForContext","M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 16, 2011 17:20:17","1324056017","","High",""
"107939","Blink","Fixed","Heap-buffer-overflow in WebCore::RenderBlock::layoutRunsAndFloatsInRange","Clusterfuzz, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 17, 2011 03:16:00","1324091760","","High",""
"107960","Blink","Duplicate","Heap-use-after-free in WebCore::InlineBox::dirtyLineBoxes","Clusterfuzz, M-16, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 17, 2011 18:06:51","1324145211","","High","105157"
"108006","Internals","Fixed","Stack-buffer-overflow in HB_MyanmarShape","CVE-2011-3922, Clusterfuzz, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 19, 2011 00:24:52","1324254292","2011-3922","High",""
"108037","Blink, Blink>SVG","Fixed","Heap-buffer-overflow in WebCore::SVGLength::valueAsString","CVE-2011-3032, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, WEBKIT-ID-75096, allpublic","All","Dec 19, 2011 09:43:32","1324287812","2011-3032","High",""
"108207","Blink","Fixed","Heap-use-after-free in WebCore::RenderTable::borderBefore","CVE-2012-3644, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 20, 2011 19:49:55","1324410595","2012-3644","High",""
"108267","Blink","Fixed","Heap-use-after-free in WebCore::RenderBlock::selectionGaps","Clusterfuzz, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 21, 2011 08:34:02","1324456442","","High",""
"108461","Blink","Fixed","Heap-use-after-free in WebCore::HTMLInputElement::copyNonAttributeProperties","CVE-2011-3928, Clusterfuzz, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, ReleaseBlock-Stable, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 22, 2011 19:38:27","1324582707","2011-3928","High",""
"108544","Blink","Fixed","Heap-use-after-free in SubresourceLoader::didFinishLoading","M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 23, 2011 13:58:36","1324648716","","High",""
"108605","Internals","Fixed","Use of uninitialized value in SkAlphaRuns::Break","CVE-2011-3927, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Valgrind, Type-Bug-Security, allpublic, merge-merged-963","All","Dec 25, 2011 20:43:34","1324845814","2011-3927","High",""
"108695","Blink","Fixed","Heap-use-after-free in WebKit::WebFrameImpl::viewImpl","CVE-2011-3017, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 27, 2011 19:17:03","1325013423","2011-3017","High",""
"108798","Blink","Fixed","Heap-use-after-free in WebCore::(anonymous namespace)::AllowFileSystemMainThreadBridge::signalCompleted","M-18, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 29, 2011 12:11:59","1325160719","","High",""
"108894","Blink","Fixed","Heap-use-after-free in WebCore::HTMLCollection::length","Clusterfuzz, M-18, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 31, 2011 22:49:16","1325371756","","High",""
"108918","Blink","Fixed","Heap-use-after-free in WebCore::RenderTableSection::rowLogicalHeightChanged","CVE-2012-3646, Clusterfuzz, M-17, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 02, 2012 03:20:03","1325474403","2012-3646","High",""
"108958","Blink","Fixed","Heap-use-after-free in WebCore::RenderBlock::determineStartPosition","CVE-2012-3645, Clusterfuzz, M-19, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 03, 2012 06:04:20","1325570660","2012-3645","High",""
"109174","Blink","WontFix","Heap-use-after-free in WebCore::RenderObject::isBody","Clusterfuzz, M-16, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 04, 2012 20:54:25","1325710465","","High",""
"109411","Blink, Blink>JavaScript","Fixed","Regression: Crash in WebCore::DynamicSubtreeNodeList::length()","M-18, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Crash, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","","Jan 06, 2012 17:55:49","1325872549","","High",""
"109556","Blink","Fixed","Heap-buffer-overflow in WebCore::HTMLTreeBuilder::HTMLTreeBuilder","CVE-2011-3926, M-16, Merge-Merged, Merge-Merged-912, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Jan 08, 2012 18:17:51","1326046671","2011-3926","High",""
"109623","Blink, Internals>Media","Verified","Chrome: Crash Report -         Stack Signature: WebKit::WebMediaPlayerClientImpl::loadInter...","M-18, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Severity-High, Stability-Crash, Type-Bug-Security, WebKit-ID-75876-NEW, allpublic","All","Jan 09, 2012 17:51:47","1326131507","","High",""
"109716","Blink","Fixed","Heap-use-after-free in xsltParseGlobalVariable","CVE-2011-3966, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Jan 10, 2012 07:15:37","1326179737","2011-3966","High",""
"109743","Blink","Fixed","Heap-use-after-free in WebCore::CSSStyleSelector::matchRulesForList","CVE-2011-3968, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Jan 10, 2012 16:06:57","1326211617","2011-3968","High",""
"110076","Blink","Fixed","Heap-use-after-free in WebCore::CompositeEditCommand::ensureComposition","Clusterfuzz, M-18, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 12, 2012 21:28:36","1326403716","","High",""
"110112","Blink","Fixed","Heap-use-after-free in WebCore::FrameView::forceLayoutParentViewIfNeeded","CVE-2011-3969, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-963","All","Jan 13, 2012 00:52:54","1326415974","2011-3969","High",""
"110172","Internals, Internals>Skia","Fixed","Heap-buffer-overflow in SkAlphaRuns::add","CVE-2011-3018, M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 13, 2012 16:53:02","1326473582","2011-3018","High",""
"110271","Blink","Duplicate","Heap-use-after-free in WebCore::RenderObject::enclosingLayer","Clusterfuzz, M-18, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 14, 2012 04:45:23","1326516323","","High","105458"
"110360","Blink","Fixed","Heap-use-after-free in WebCore::GraphicsContext::paintingDisabled","M-17, Merge-Merged, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security_Impact-Beta, Security_Severity-High, Type-Bug-Security, WebKit-ID-76372, allpublic, merge-merged-963, reward-NA","All","Jan 16, 2012 08:58:32","1326704312","","High",""
